CONF#         G (xTB)          ΔG (xTB)          E (DFT)          ΔGsolv         GmRRHO          Gtot             ΔGtot          Boltzmann weight   
CONF33       -27.117000          ---           -386.230204       -0.004353        ---         -386.234556          1.48                0.64         
CONF34       -27.116983          ---           -386.231010       -0.004889        ---         -386.235899          0.64                2.64         
CONF35       -27.116997          ---           -386.229940       -0.004239        ---         -386.234179          1.72                0.43         
CONF36       -27.116886          ---           -386.230942       -0.005096        ---         -386.236038          0.55                3.06         
CONF37       -27.116867          ---           -386.229240       -0.004213        ---         -386.233452          2.17                0.20         
CONF38       -27.116860          ---           -386.229289       -0.004225        ---         -386.233514          2.13                0.21         
CONF39       -27.116860          ---           -386.229305       -0.004215        ---         -386.233520          2.13                0.21         
CONF40       -27.116834          ---           -386.229813       -0.005489        ---         -386.235302          1.01                1.40         
CONF41       -27.116823          ---           -386.228057       -0.004638        ---         -386.232695          2.65                0.09         
CONF42       -27.116745          ---           -386.228502       -0.004415        ---         -386.232917          2.51                0.11         
CONF43       -27.116554          ---           -386.229936       -0.005186        ---         -386.235122          1.13                1.16         
CONF44       -27.116536          ---           -386.229113       -0.004824        ---         -386.233937          1.87                0.33         
CONF45       -27.116534          ---           -386.230738       -0.004774        ---         -386.235513          0.88                1.76         
CONF46       -27.116508          ---           -386.228899       -0.003902        ---         -386.232802          2.58                0.10         
CONF47       -27.116515          ---           -386.230993       -0.004950        ---         -386.235944          0.61                2.77         
CONF48       -27.116513          ---           -386.229020       -0.003922        ---         -386.232942          2.49                0.12         
CONF49       -27.116471          ---           -386.228199       -0.004315        ---         -386.232514          2.76                0.07         
CONF50       -27.116471          ---           -386.229786       -0.005176        ---         -386.234962          1.23                0.98         
CONF51       -27.116474          ---           -386.229877       -0.005211        ---         -386.235088          1.15                1.12         
CONF52       -27.116422          ---           -386.229016       -0.004120        ---         -386.233136          2.37                0.14         
CONF53       -27.116396          ---           -386.229076       -0.004230        ---         -386.233306          2.26                0.17         
CONF54       -27.116345          ---           -386.230070       -0.005114        ---         -386.235184          1.09                1.24         
CONF55       -27.116362          ---           -386.229832       -0.004763        ---         -386.234595          1.46                0.66         
CONF56       -27.116341          ---           -386.230219       -0.005018        ---         -386.235236          1.05                1.31         
CONF57       -27.116208          ---           -386.229271       -0.005273        ---         -386.234544          1.49                0.63         
CONF58       -27.116194          ---           -386.229022       -0.005514        ---         -386.234537          1.49                0.62         
CONF59       -27.116175          ---           -386.227398       -0.004824        ---         -386.232221          2.95                0.05         
CONF60       -27.116187          ---           -386.229169       -0.005438        ---         -386.234607          1.45                0.67         
CONF61       -27.115392          ---           -386.227029       -0.003017        ---         -386.230046          4.31                0.01         

Boltzmann averaged free energy/enthalpy of ensemble on input geometries (not DFT optimized):
temperature /K:   avE(T) /a.u.   avG(T) /a.u.
    298.15        -386.2310136    -386.2359560     <<==part1==
----------------------------------------------------------------------------------------------------

