 CONF#         E (xTB)          ΔE (xTB)          E (DFT)          ΔE (DFT)        ΔGsolv (xTB)          Gtot             ΔGtot          Boltzmann weight   
CONF47        -27.115345          0.60          -385.458353          0.57           -3.356112         -385.463701          0.26                1.53         
CONF48        -27.115347          0.60          -385.458304          0.60           -3.351530         -385.463645          0.30                1.44         
CONF49        -27.115375          0.59          -385.458321          0.59           -3.333393         -385.463633          0.30                1.43         
CONF50        -27.115335          0.61          -385.457532          1.08           -3.357974         -385.462883          0.77                0.64         
CONF51        -27.115325          0.62          -385.458218          0.65           -3.362244         -385.463576          0.34                1.34         
CONF52        -27.115345          0.60          -385.458068          0.75           -3.347804         -385.463403          0.45                1.12         
CONF53        -27.115342          0.61          -385.458065          0.75           -3.349243         -385.463402          0.45                1.12         
CONF54        -27.115305          0.63          -385.458004          0.79           -3.369738         -385.463374          0.47                1.08         
CONF55        -27.115367          0.59          -385.458291          0.61           -3.341560         -385.463616          0.31                1.40         
CONF56        -27.115378          0.58          -385.458356          0.57           -3.315421         -385.463639          0.30                1.43         
CONF57        -27.115392          0.57          -385.458731          0.33           -3.304741         -385.463997          0.08                2.10         
CONF58        -27.115343          0.61          -385.457715          0.97           -3.334557         -385.463029          0.68                0.75         
CONF59        -27.115430          0.55          -385.457980          0.80           -3.279888         -385.463207          0.57                0.91         
CONF60        -27.115398          0.57          -385.458201          0.66           -3.293391         -385.463449          0.42                1.17         
CONF61        -27.115136          0.74          -385.456723          1.59           -3.452460         -385.462225          1.19                0.32         
CONF62        -27.115429          0.55          -385.458332          0.58           -3.264356         -385.463534          0.37                1.28         
CONF63        -27.115154          0.72          -385.456968          1.44           -3.433932         -385.462440          1.05                0.40         
CONF64        -27.115129          0.74          -385.456684          1.62           -3.449678         -385.462181          1.21                0.31         
CONF65        -27.115216          0.68          -385.457061          1.38           -3.371464         -385.462434          1.06                0.40         
CONF66        -27.115129          0.74          -385.456810          1.54           -3.423422         -385.462265          1.16                0.33         
CONF67        -27.115024          0.81          -385.456727          1.59           -3.452414         -385.462228          1.19                0.32         
CONF68        -27.115226          0.68          -385.458571          0.43           -3.320091         -385.463862          0.16                1.82         
CONF69        -27.115032          0.80          -385.457566          1.06           -3.441214         -385.463050          0.67                0.77         
CONF70        -27.115036          0.80          -385.457575          1.06           -3.439991         -385.463057          0.67                0.77         
CONF71        -27.115027          0.80          -385.457545          1.08           -3.444256         -385.463034          0.68                0.76         
CONF72        -27.114990          0.83          -385.456963          1.44           -3.464657         -385.462484          1.02                0.42         
CONF73        -27.115028          0.80          -385.457451          1.14           -3.444132         -385.462939          0.74                0.68         
CONF74        -27.114998          0.82          -385.457239          1.27           -3.458958         -385.462752          0.86                0.56         
CONF75        -27.115226          0.68          -385.458578          0.43           -3.319450         -385.463868          0.16                1.83         
CONF76        -27.114986          0.83          -385.456999          1.42           -3.466567         -385.462523          1.00                0.44         
CONF77        -27.115022          0.81          -385.457364          1.19           -3.427392         -385.462826          0.81                0.61         
CONF78        -27.115022          0.81          -385.457509          1.10           -3.446733         -385.463001          0.70                0.73         
CONF79        -27.114994          0.82          -385.456909          1.48           -3.460901         -385.462424          1.06                0.40         
CONF80        -27.115022          0.81          -385.457443          1.14           -3.443196         -385.462930          0.74                0.68         
CONF81        -27.115050          0.79          -385.457137          1.33           -3.409114         -385.462569          0.97                0.46         
CONF82        -27.115016          0.81          -385.457288          1.24           -3.447095         -385.462782          0.84                0.58         
CONF83        -27.115085          0.77          -385.456757          1.57           -3.380258         -385.462144          1.24                0.29         
CONF84        -27.115056          0.78          -385.457276          1.24           -3.399596         -385.462694          0.89                0.53         
CONF85        -27.115050          0.79          -385.457240          1.27           -3.398885         -385.462656          0.92                0.51         
CONF86        -27.115044          0.79          -385.457213          1.28           -3.401323         -385.462633          0.93                0.49         
CONF87        -27.115046          0.79          -385.457231          1.27           -3.399772         -385.462648          0.92                0.50         
CONF88        -27.115042          0.79          -385.456835          1.52           -3.398218         -385.462251          1.17                0.33         
CONF89        -27.115044          0.79          -385.456890          1.49           -3.395672         -385.462301          1.14                0.35         
CONF90        -27.115055          0.79          -385.457451          1.14           -3.387062         -385.462848          0.80                0.62         
CONF91        -27.115191          0.70          -385.458320          0.59           -3.296383         -385.463574          0.34                1.34         
CONF92        -27.115041          0.79          -385.457502          1.10           -3.386435         -385.462898          0.76                0.65         
CONF93        -27.115034          0.80          -385.457096          1.36           -3.378338         -385.462479          1.03                0.42         
CONF94        -27.115097          0.76          -385.456898          1.48           -3.332356         -385.462209          1.20                0.32         
CONF95        -27.115168          0.71          -385.458120          0.71           -3.285743         -385.463357          0.48                1.06         
CONF96        -27.115139          0.73          -385.458029          0.77           -3.279000         -385.463255          0.54                0.95         
CONF97        -27.115108          0.75          -385.457176          1.31           -3.293685         -385.462425          1.06                0.40         
CONF98        -27.115089          0.76          -385.457952          0.82           -3.295375         -385.463203          0.57                0.90         
CONF99        -27.114367          1.22          -385.456586          1.68           -3.672436         -385.462438          1.05                0.40         
CONF100       -27.114336          1.24          -385.456199          1.92           -3.682738         -385.462068          1.29                0.27         
CONF101       -27.114447          1.17          -385.456890          1.49           -3.586078         -385.462605          0.95                0.48         
CONF102       -27.114463          1.16          -385.456968          1.44           -3.574168         -385.462664          0.91                0.51         
CONF103       -27.115089          0.76          -385.457500          1.10           -3.000905         -385.462282          1.15                0.34         
CONF104       -27.115107          0.75          -385.457523          1.09           -2.982336         -385.462275          1.16                0.34         
CONF105       -27.115090          0.76          -385.457456          1.13           -2.986295         -385.462215          1.19                0.32         
CONF106       -27.113813          1.56          -385.455403          2.42           -3.424996         -385.460861          2.04                0.08         
CONF107       -27.113868          1.53          -385.455436          2.40           -3.378482         -385.460820          2.07                0.07         

Boltzmann averaged free energy/enthalpy of ensemble on input geometries (not DFT optimized):
temperature /K:   avE(T) /a.u.   avG(T) /a.u.
    298.15        -385.4582777    -385.4633937     <<==part0==
----------------------------------------------------------------------------------------------------
